sentiment,sentence,lang
neutral,"`` Ungewöhnlich schwache Schneeverhältnisse in fast jedem Markt haben unser erstes Quartal Ergebnis beeinflusst , '' sagte Chief Executive Roger Talermo .",de
neutral,"Derzeit betreibt es eine Flotte von acht Trägern, sowie neun Schuber und Lastkähne.",de
negative,"Das Ergebnis vor Steuern fiel im dritten Quartal 2008 auf 21,1 Mio . EUR gegenüber 35,8 Mio . EUR im entsprechenden Zeitraum 2007 .",de
positive,Das muss der Druck auf die Aktie sein. Ich bin immer noch bullisch auf $AAPL.,de
neutral,Die Kapitalstruktur von Solidium kann künftig durch andere Finanzinstrumente ergänzt werden .,de
neutral,"Die Transaktion soll mit einem marktbasierten Darlehen von 40 Mio EUR finanziert werden , das von der Standard Chartered Bank Hong Kong gewährt wird .",de
neutral,"Jon Risfelt hatte zuvor operative Führungspositionen in Europolitan , Ericsson , SAS , American Express Card und Reiseabteilungen sowie in Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) und Gambro Renal Products ( CEO ) inne .",de
neutral,"Hobby Hall 's Umsatz verringern 26 pct aufgrund der Einführung eines neuen Informationssystems, das Änderungen im Prinzip der Entsendung von Verkäufen beinhaltete .",de
negative,"@mugatushair Jetzt ist es Zeit, $TSLA kurz",de
negative,"Im ersten Quartal 2009 verringerte sich der Zinsüberschuss der Bank von +àland um 10 % auf 9,1 Mio EUR .",de
neutral,Der Vertrag beinhaltet die Sanierung der Badezimmer von 189 Einheiten sowie die Wiederauffüllung ihrer Wasser- und Kanalleitungen.,de
neutral,"Die Projektlaufzeit beträgt insgesamt drei Jahre und wird auf rund 11,5 Mio. EUR geschätzt.",de
neutral,Die Gesamtfläche der Anlage beträgt 29.000 Quadratmeter.,de
neutral,`` Gedruckte Stoffe und verwandte Design-Expertise waren schon immer der Kern von Marimekko 's Geschäft und Marke .,de
positive,"$DNN nahm einige auf, wie diese gehen in 2014",de
positive,"Im Januar bis September 2010 erhöhte sich der Nettogewinn von Fiskars gegenüber dem Vorjahr um 14 % auf 65,4 Mio EUR und der Nettoumsatz von 487,7 Mio EUR auf 525,3 Mio EUR .",de
neutral,"Die Barmittel- und Barmitteläquivalente beliefen sich auf 6 ,5 Mio EUR im Vergleich zu 10 ,5 Mio EUR im Vorjahr .",de
neutral,"Tulikivi produziert wärmebeständige , Speckstein und keramische Kamine , sowie Naturstein-Produkte und Gebrauchskeramik .",de
neutral,"`` Wir haben eine Gruppe von 120 Freiwilligen aus Digicel Mitarbeiter, die den Vertrieb verwalten werden ... In der nächsten Woche werden sie die 19.000 Zelte an mehr als 150 Organisationen verteilen , '' Digicel Haiti CEO Maarten Boute sagte .",de
negative,"In Finnland wird die Sampo Bank , die heute Teil der Danske Bank Gruppe ist , Personal aus den Verwaltungs - und Unterstützungsfunktionen entlassen .",de
neutral,Die zugrunde liegenden Ergebnisse von TeliaSonera beinhalteten jedoch 457 Mio . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,de
positive,$HCP Kommen Sie zu der Partei und kaufen Sie diese -gonna geben solide Gewinne und eine Dividende $$$$$,de
neutral,Die Telefone sind zum ersten Mal Nutzer in Wachstumsmärkten gezielt .,de
positive,Gleichzeitig stieg der Umsatz um 14 Prozent auf 43 Millionen Euro .,de
positive,Drugmaker Shire zu kaufen Baxalta für $32 Milliarden nach 6 Monaten Verfolgung,de
positive,"Der Jahresüberschuss wird voraussichtlich um rund 10 % steigen , sagte das Unternehmen .",de
negative,"Die verschärfte Wettbewerbssituation auf dem Markt für Produktionsautomatisierung hat sich 2006 auf den Nettoumsatz ausgewirkt , sagte Cencorp .",de
negative,"Eine Umfrage von Taloustutkimus für Sampo Life zeigt, dass Unternehmen schlecht darauf vorbereitet sind, wichtige Mitarbeiter zu verlieren.",de
negative,"Das Unternehmen rutschte aus einem Gewinn von 1,3 Mio. EUR auf einen operativen Verlust von 2,6 Mio. EUR .",de
positive,$FB Schöne intraday Tauchgang kaufen hier,de
positive,"@BrooklynBandit: $SIMO Basing schön. Ein Ende über 24.18 ist bullish $QQ $SPY $STUDY Uhr für ein Ende in der Nähe HOD. Derzeit up +3%"" nach oben +5%",de
positive,"Durch die Übernahme baut Panostaja seinen auf Digitaldruck spezialisierten Geschäftsbereich weiter aus , der seitdem aus den Tochtergesellschaften Kopijyva Oy und Sokonet Oy besteht .",de
neutral,"Alle Fähren waren außerhalb des Stockholmer Archipels in Schwierigkeiten geraten , bestehend aus mehr als 20.000 Inseln .",de
positive,Laut Deputy MD Pekka Silvennoinen soll der Umsatz in den nächsten drei Jahren verdoppelt werden.,de
neutral,"Der Vorschlag der Aktionäre, Herrn Hannu Krogerus in den Vorstand zu wählen, basiert auf seiner langen und unerreichten Erfahrung und Kenntnis aller Angelegenheiten im Zusammenhang mit Elcoteq .",de
neutral,"Der Verwaltungsrat der Gesellschaft würde 2005 eine Dividende von 1 ,00 EUR je Aktie vorschlagen .",de
neutral,"Er sagte, dass die Dinge anders sein werden, wenn neue finnische Kernkraftwerke in Betrieb gehen und die großen Wasserkraftwerke Nordeuropas ein gutes Jahr haben.",de
negative,"Der beizulegende Zeitwert der Anlageimmobilien lag bei 15,8 Mio EUR im Vergleich zu 22,9 Mio EUR im dritten Quartal 2009 .",de
neutral,Marimekko erwägt weitere Maßnahmen in dieser Angelegenheit .,de
neutral,Warum $TWTR in 1 Diagramm verloren geht $FB $GOOG https://t.co/MpyLiReQjh https://t.co/nlcZawDoHP,de
neutral,"N +1 Gruppe wird nach Abschluss der Transaktion 16,5 Mio EUR und den Restbetrag im Jahr 2012 zahlen .",de
neutral,"Vehmilainen , derzeit Chief Operating Officer bei Nokia Siemens Networks , wird Finnair am 5 . Januar 2010 beitreten und zum 1 . Februar 2010 als CEO übernehmen .",de
neutral,Unser Bericht über konservierte Lebensmittel in Finnland bietet einen umfassenden Leitfaden zur Größe und Form des Marktes auf nationaler Ebene.,de
positive,"Die wirtschaftliche Auslastung des Immobilienportfolios von Sponda stieg von 88,8 % im Jahr 2006 auf 91,2 % .",de
neutral,"Der Wert der Verträge beträgt etwa 3,3 Mio . EUR .",de
positive,"MärkteVerbessern sich um 2,5 % und Baxalta um 6 % gegenüber 32 Mrd. $",de
neutral,Die finnische Bank von +àland wird Anfang Juni 2010 ihr langfristiges Rentensparkonto eröffnen .,de
neutral,"ALEXANDRIA, Va., 5. November -- Risto Kontturi aus Rajamaki, Finnland, und Jari Ylinen aus Hyvinkaa, Finnland, haben ein automatisiertes Transportsystem mit einer benutzergesteuerten Transportauswahl entwickelt.",de
neutral,"Er glaubt jedoch nicht , dass HKScan oder Atria anfangen werden, importiertes Fleisch zu verwenden , da finnische Verbraucher einheimische Produkte bevorzugen .",de
neutral,`` Wir verkaufen ein Informationssystem Entwicklung Geschäft an die Finnen .,de
neutral,"Die finnische Suominen Corporation , die Tücher , Vliesstoffe und flexible Verpackungen herstellt , rechnet mit Veränderungen in der Marktlage , um den Umsatz von Suominens Vliesstoffen und Nasstüchern aus den zuvor geschätzten Mengen zu reduzieren .",de
neutral,RusHydro hat eine Vereinbarung zur Übertragung seiner Anteile an OESK und den fünf ERC in das Treuhandmanagement von Inter RAO .,de
neutral,Kaleva Kustannus Oy ( business ID 0187274-0 ) hat am 10 . August 2009 laut Mitteilung 4.458.000 Alma Media Aktien erworben .,de
neutral,"Glaston , mit Hauptsitz in Tampere , Finnland , ist ein wachsendes und internationales Glastechnologie-Unternehmen .",de
positive,"Mformation und Nokia stellten fest , dass sie Interoperabilitätsvereinbarungen geschlossen haben , die sich auf kommerziell bewährte , standardbasiertes Management mobiler Geräte sowie die Sicherheit mobiler Geräte und das Management mobiler Anwendungen erstrecken .",de
negative,Buyback nicht trending right ( $CPIX Ausgaben mehr als Aktien pricier). Hoffentlich wird zurückziehen w 6.87 Q2 schließen VWAP,de
neutral,"Der Jahresverlust des Unternehmens belief sich auf EEK 18mn im Vergleich zu einem Gewinn von EEK 7,3 mn im Jahr 2008 .",de
positive,"Der ursprüngliche Name Componenta +àm+Ñl , eine Tochtergesellschaft der finnischen Componenta Gruppe , wurde in +àm+Ñl Components geändert und das Unternehmen verzeichnete im ersten Quartal 2010 ein Wachstum von 63 % im Vergleich zum ersten Quartal 2009 .",de
neutral,"HELSINKI AfX - Salcomp , der Handy-Ladegerät-Hersteller , sagte, es hat Markku Hangasjarvi zum neuen CEO ernannt , nach dem Rücktritt von Mats Eriksson .",de
positive,"NAVTEQ hat eine befehlshabende Führung in installierten Kartendatensystemen in nordamerikanischen Fahrzeugen und kann der Führer in Turn-by-turn Navigationsdaten von Diensten wie OnStar in Nordamerika angeboten werden, sagte Analyst Phil Magney von Telematics Research Group in Minnetonka, Minn. .",de
neutral,"Zu den im Bericht bewerteten Unternehmen zählen Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , und Websense .",de
neutral,Rund 50 Prozent der Ro-Ro-Flotte der Welt sind über 25 Jahre alt und müssen aus Umweltgründen verschrottet werden.,de
positive,Im ersten Quartal 2010 betrug das Mark-to-Market-Ergebnis ein Vorsteuerergebnis von 133 Mio EUR gegenüber einem Verlust von 32 Mio EUR im gleichen Zeitraum des Vorjahres .,de
neutral,"Aldata Solution Oyj Stock Exchange Release 11 August 2006 , um 11.00 Uhr ALDATA SHARES SUBSCRIBED FOR WITH 2003 STOCK OPTIONS Insgesamt wurden 95.000 neue Aktien von Aldata Solution Oyj mit den 2003A Aktienoptionen des Unternehmens gezeichnet .",de
neutral,"Das Insolvenzgesetz regelt die Höhe der Schulden , die die Kreditnehmer abschreiben dürfen .",de
neutral,Die Investition wird sich auf rund 100 Mio EUR belaufen .,de
neutral,"Das Unternehmen prüft derzeit, ob das Projekt finanziell machbar wäre.",de
positive,"Auch der Gewinn von Lemmink+ñinen für den Rechnungslegungszeitraum stieg von -24,5 Mio . EUR vor einem Jahr auf 3,1 Mio . EUR .",de
neutral,Der Beginn der Verhandlungen über das Effizienzprogramm von Glaston wurde im Oktober bekannt gegeben .,de
neutral,"Nach der Umstrukturierung der Aspocomp-Gruppe, einschließlich Aspocomp Oulu und dem Headquarters-Betrieb, wird die Struktur des Unternehmens fortgeführt.",de
negative,"Das Ergebnis je Aktie ( EPS ) betrug einen Verlust von 0,05 EUR .",de
neutral,"Zu den Gründen für die Schätzung zählen der Anstieg der Mieten im Jahr 2008 und mehrere voll leased Büro- und Einzelhandelsimmobilien , die abgeschlossen und dem Anlageportfolio des Unternehmens hinzugefügt wurden .",de
neutral,Die Aktien haben ein Dividenden- und andere Aktionärsrechte ab ihrer Eintragung im finnischen Handelsregister .,de
negative,"$NFLX Ich sage, es ist an diesem Punkt zu kurz.",de
positive,"2. Erhöhung in diesem Jahr. ""@BVHealthcare: $QCOR Questcor erhöht vierteljährliche Cash Dividende 20 Prozent.. http://stks.co/goan""",de
neutral,Aviva schließt Friends Life Hauptsitz in rasanter Integration Umzug,de
neutral,Die Umstellung wurde durch die schwache Nachfrage nach forstwirtschaftlichen Ausrüstungen und die unsichere Marktlage ausgelöst .,de
neutral,Die im Berichtszeitraum eingegangenen Aufträge gingen jedoch gegenüber dem zweiten Quartal 2010 um 17 % zurück .,de
neutral,"Die Division umfasst auch gemeinsame Vertriebs-, Marketing- und Controllingfunktionen für diese Einheiten .",de
neutral,"Outotec's Lieferung umfasst die Engineering , Lieferung und Bau einer zirkulierenden Wirbelschicht Kalzinierungsanlage mit einer Kapazität von 1.600 Tonnen Aluminiumoxid pro Tag .",de
neutral,"Infolgedessen wird das Unternehmen 25 % des gesamten Personals, etwa 270 Personen in Kirkkonummi und Nivala vorübergehend entlassen.",de
negative,"Das Ergebnis vor Steuern ging auf fast 14,5 Mio EUR zurück , verglichen mit fast 20 Mio EUR im vorangegangenen Berichtszeitraum .",de
negative,Die Mehrheit der Mitarbeiter des Unternehmens in Finnland wird vorübergehend von einer bis sechs Wochen im Zeitraum von Februar bis Juni 2009 entlassen .,de
negative,"Das Unternehmen meldete heute einen Betriebsverlust von 0,1 Mio. EUR auf den Nettoumsatz von 4,5 Mio. EUR für das erste Quartal 2008 .",de
neutral,Die mobile Social-Networking-Anwendung GyPSii ist in China mit Unterstützung der chinesischen und englischen Sprache verfügbar.,de
neutral,QPR ProcessGuide ist als Systemlösung mit zentralisierter Speicherung und Verwaltung von Prozessinhalten sowie einer eigenständigen Desktopversion erhältlich; QPR ProcessGuide Xpress .,de
negative,X markiert den Rückruf: Tesla erinnert sich an #ModelX für fehlerhaften Sitz in der 3. Reihe. https://t.co/HSqdoVry07 $TSLA https://t.co/4Cs3CNZEBB,de
neutral,Eine Vereinbarung aus dem Jahr 2001 lief Anfang dieses Monats aus .,de
negative,"Laden $SPY und $AAPL Puts. denken, waren toppy IMHO.",de
positive,"Bisher, Mr. Galvan, konnte er die Entlassung von Arbeitern vermeiden.",de
neutral,"Die Maßnahmen ergeben sich aus den im Februar begonnenen gesetzgebenden gemeinsamen Verhandlungen mit den Arbeitnehmern , die alle Tätigkeiten im Land betrafen .",de
neutral,"Als die Verhandlungen aufgenommen wurden , erwartete Neste Oil, dass 450 Menschen betroffen sein würden .",de
neutral,"Laut Arokarhu verschwanden einige der Käufe, die in den Kassencomputer gescannt worden waren, als der Gesamtsummenschlüssel gedrückt wurde.",de
positive,"$AAPL Double Bottom könnte in sein, im Hinterkopf behalten",de
neutral,"F-Secure Internet Security 2010 ist ein Sicherheitsdienst für das Surfen im Web , Online-Banking und Einkaufen , E-Mail und andere Online-Aktivitäten .",de
positive,"Das Betriebsergebnis von Orion Pharma erhöhte sich gegenüber 2004 um 42,5 % .",de
neutral,"Die Änderungen werden am 1 . Januar 2010 wirksam werden , und es wird nicht geschätzt , dass sie Auswirkungen auf die Zahl der Beschäftigten haben .",de
neutral,"Die Rekrutierung bezieht sich auf die Verlagerung der Forschungsaktivitäten von Stora Enso nach Karlstad , Zentralschweden .",de
neutral,Der Betriebsverlust betrug 25 Mio . EUR im Vergleich zu 63 Mio . EUR im entsprechenden Zeitraum 2005 .,de
neutral,"Die Rentabilität ( EBIT % ) betrug 13,6 % gegenüber 14,3 % im zweiten Quartal 2009 .",de
positive,Diese neue Vertretung erweitert die globale Präsenz von Comptel auf insgesamt 18 Länder und bedient über 250 Kunden in über 80 Ländern weltweit .,de
neutral,"Elisa Corporation wird ihren Jahresabschluss für 2006 am Donnerstag , den 8 . Februar 2007 veröffentlichen .",de
positive,"Das Unternehmen , das Gartenwerkzeuge , Schere und andere Konsumgüter macht , sagte, die Gewinne wurden durch 6,9 Mio eur der Einnahmen, die es aus seiner 16,7 pct Beteiligung an der finnischen Engineering-Gruppe Wartsila .",de
neutral,Die Lieferungen sind für den Sommer und Herbst 2008 geplant.,de
positive,Die Gemeinde Lule+Ñ hat YIT einen 2-Jahres-Vertrag über die Immobilienverwaltung von etwa einem Drittel der Grundstücke der Gemeinde mit einer Gesamtfläche von 140.000 Quadratmetern verliehen.,de
positive,"GSK und Novartis schließen Angebote ab, um beide Drogenhersteller neu zu gestalten",de
neutral,Es wird voraussichtlich bis 2011 online sein .,de
positive,Legal & General Arm kauft 50 pct Beteiligung an MediaCityUK in Manchester,de
neutral,Qualitätsladegeräte unter der Marke CHARGZ werden in ausgewählten Einzelhandelsgeschäften und anderen Vertriebsstandorten weltweit verkauft.,de
positive,Passagiere steigen bei EasyJet und Aer Lingus,de
positive,"Das Betriebsergebnis stieg von 4,6 Mio EUR auf 4,7 Mio EUR .",de
neutral,Mitteleuropa ist ein wichtiger Markt für Honka .,de
neutral,Insgesamt werden 78 Millionen Dollar in das Projekt investiert.,de
neutral,"Motorola machte 11,5 Prozent des südkoreanischen Handy-Marktes ab Ende April , Samsung hielt 55 Prozent und LG Electronics 19 Prozent , nach koreanischen ATLAS Research Group .",de
negative,"$IFF technische Warnungen: Stochastic Sell Signal, 200 DMA Support und 50 DMA Support http://stks.co/p12QY",de
neutral,"Auf der Grundlage der Ausschreibung wurde OOO Kitai Stroi , die russische Tochtergesellschaft der China State Construction Engineering Corporation , ein Bauunternehmen des chinesischen Staates , als Hauptkonstruktor ausgewählt .",de
negative,British American Tobacco fällt und verklagt PwC wegen Verschmutzung Skandal,de
neutral,"Die Gruppe erzielte im Jahr 2005 einen Umsatz von 35,3 Mio. Euro $ 46,5 Mio. und einen operativen Gewinn von 760.000 Euro $ 1,0 Mio. Euro .",de
positive,"Der Umsatz der Bekleidungseinzelhandelskette Sepp+ñl+ñ erhöhte sich um 8 % auf 155,2 Mio EUR und das Betriebsergebnis stieg von 17,1 Mio EUR im Jahr 2004 auf 31,1 Mio EUR .",de
neutral,"Die Fazilität besteht aus einer Laufzeit von sieben Jahren von 200 Mio. Euro 292,4 Mio. Euro und einer Laufzeit von fünf Jahren von 150 Mio. Euro 219,3 Mio. Euro .",de
positive,"`` In Bezug auf Rentabilität und Ergebnis 2007 war das beste Jahr in unserer Geschichte , '' Chief Executive Veli-Matti Mattila sagte .",de
neutral,Der Abschluss einer solchen Transaktion erfolgte heute .,de
negative,Darüber hinaus können bis auf Weiteres weitere 29 Mitarbeiter entlassen und die gesamte Belegschaft bei Bedarf für kurze Zeit entlassen werden .,de
neutral,"Der Geschäftsbericht wird automatisch an Aktionäre übermittelt , die mindestens 2.000 Sampo plc Aktien halten .",de
positive,"UPM-Kymmene ist einer der weltweit führenden Druckpapierhersteller mit Produktion in 15 Ländern und einem Vertriebsnetz, das mehr als 170 Unternehmen umfasst.",de
positive,"„ Der stabile Ausblick spiegelt die starke Marktposition von Nokia auf dem globalen Mobilfunkmarkt , die starke Cashflow-Generation und die sehr konservative Bilanz wider "", sagte Raab .",de
positive,"Nokia wird weiterhin in die künftige Entwicklung von Qt zugunsten aller Nutzer investieren , sowohl kommerzielle als auch LGPL .",de
positive,$HITK Fortschreiten in neue historische Höhen.,de
positive,"`` NTC hat eine geografische Präsenz, die Ramirent 's bestehendes Netzwerk ergänzt und bringt uns näher an unsere Kunden in der Region Ostböhmen in der TschechischenRepublik . ''",de
neutral,"Metso ist ein globaler Anbieter von nachhaltigen Technologien und Dienstleistungen für den Bergbau , den Bau , die Stromerzeugung , die Automatisierung , das Recycling und die Zellstoff- und Papierindustrie .",de
neutral,"Biohit Oyj entwickelt , produziert und vermarktet Liquid Handling-Produkte und diagnostische Testsysteme für den Einsatz in der Forschung , im Gesundheitswesen und in Industrielabors .",de
neutral,"Der neue Vorsitzende des Verwaltungsrats , Chaim Katzman , wird einen Vortrag halten und Fragen beantworten .",de
positive,Viking Line schafft es mit seinen aktuellen Fähren gut.,de
neutral,Bei der Einwahl sollten die Teilnehmer 877417 als Konferenz-ID zitieren .,de
neutral,"Das Ziel des Büros in St. Petersburg ist es, das Instandhaltungsgeschäft des Unternehmens zu stärken.",de
positive,"Das Betriebsergebnis betrug 17,7 Mio EUR im Vergleich zu 17,6 Mio EUR im entsprechenden Zeitraum 2007 .",de
negative,- Der Nettoumsatz für den Berichtszeitraum wird voraussichtlich deutlich unter dem des Vorjahres liegen und das Ergebnis nach Sondereinflüssen wird voraussichtlich rot sein .,de
neutral,`` Wir haben die teuerste Wassermarke in Finnland im Moment . '',de
neutral,"France T+®l+®com hat mehr Zeit damit verbracht, TeliaSonera zu studieren als andere potenzielle Übernahmeziele, weil es einen Aktionär hat, der verkaufen will , sagte Pellissier .",de
positive,"$BRK.B $SPY Alle Zeit hoch morgen? 150k auf die A-Aktien, 13. Dezember 2007.",de
negative,"Salonen fügte hinzu , dass die Angaben zeigen , dass die Zellstoffbestände der Hersteller in Nordamerika rückläufig sind . """,de
neutral,"`` Marimekko zielt darauf ab, sein Vertriebsnetz vor allem durch die Erhöhung der Anzahl der Concept Stores und Shop-in-Shops zu erweitern.",de
negative,Die SRV senkte ihre Nettoumsatzschätzung für das gesamte Jahr 2008 aufgrund von Unsicherheiten bei den Wohnungsverkäufen .,de
positive,$AWR Standard & Poor's Affirs 'A+' Credit Rating bei American States Water Company und Golden State Water Company http://stks.co/f2P94,de
positive,Laut CEO Kai Telanne erreichten die Zeitungen des Unternehmens das beste Finanzergebnis aller Zeiten .,de
positive,Sicherheitsgurt erinnern? Wen kümmert.... Ich bin ein Käufer $TSLA,de
neutral,"Randgold-Gewinn durch schlechten Goldpreis getroffen, aber Dividende noch steigt",de
neutral,"( ADP News ) - 22. Januar 2009 - Der finnische Mobiltelefonhersteller Nokia Oyj ( OMX : NOK1V ) sagte heute , dass sein operatives Ergebnis für 2008 von 8 Mrd EUR für 2007 auf 5 Mrd EUR ( 6,5 Mrd USD ) gesunken ist .",de
neutral,"Finnish Raute Precision, die Wäge- und Dosiersysteme und Anlagen liefert, ändert seinen Namen in Lahti Precision .",de
negative,"$AAPL bei Widerstand genau hier...verkauft meine Aktien... wird zurückkaufen, wenn es fällt oder wenn es in die 128-Gap-Zone geht",de
positive,"EuroChem Leiter Corporate Finance Alexander Gavrilov sagte : `` Ich freue mich , dass wir erneut bestätigt haben , dass EuroChem in der Lage ist, langfristige Mittel zu attraktiven Preisen anzuziehen .",de
negative,"Im ersten Quartal 2009 belief sich das Ergebnis des Unternehmens vor Steuern aus fortgeführten Aktivitäten ohne Sondereinflüsse auf -0,4 Mio . EUR im Vergleich zu -0,1 Mio . EUR im entsprechenden Zeitraum 2008 .",de
positive,Das robuste Wachstum war das Ergebnis der Einbeziehung des Lindex der Bekleidungskette in den Konzern im Dezember 2007 .,de
positive,UnternehmenDixons Carphone zu schließen 134 UK Stores als Verkaufssprung,de
neutral,Elcoteq Dongguan wurde 1999 im Bezirk Nancheng in Dongguan (China) gegründet und ist eine der vier Produktionsstätten von Elcoteq in der Region Asien-Pazifik.,de
negative,Die Maßnahmen ergeben sich aus der rückläufigen Nachfrage nach technischer Gestaltung und Produktinformationen .,de
negative,"Kraft, Cadbury's und Britvic in Total Recall: Wie sich das Ziehen eines Produkts auf den Gewinn auswirkt",de
neutral,"Der Währungseffekt wirkte sich negativ auf die Einnahmen aus 3,0 pkt bzw . 20 Mio Euro ( 31,3 Mio Euro ) aus .",de
negative,$SPY Bull Move beendete das Warten auf das nächste Setup,de
positive,Analysten beeindruckt von den Fortschritten in Tesla Flaggschiff Fabrik; Co verbrachte $1.6B für Upgrades in '15 https://t.co/SABxCSn8cd von @tsrandall $TSLA,de
positive,$ISRG Break-Out bestätigt. Kaufte Leaps. Guter Handel!,de
neutral,"Das höchste Wachstum würde in China sein , während die Nachfrage in Nordamerika weiter nachlassen würde , sagte UPM .",de
neutral,"von BUSINESS LINE , 16. Mai , 2008 Sriperumbudur , 15. Mai - Nokias zwei Schlüssellieferanten - Aspocomp und Wintek - werden wahrscheinlich innerhalb von drei Monaten im Nokia Telecom Park in Sriperumbudur, 45 km westlich von Chennai starten .",de
negative,"Ich bin nicht optimistisch, dass $amzn sowohl Fundementals als auch Charts in diesem Quartal wie Poopoo aussehen.",de
neutral,"Er sagte, dass er fünf Familien im Monat an die Wirtschaft verloren hat, da viele alternative Vorkehrungen treffen, um Geld zu sparen.",de
neutral,"Die Schiffskrane , die von MacGREGORs Partnerwerken in China hergestellt werden , werden zwischen 2008 und 2010 für Schiffe geliefert , die von chinesischen COSCO , deutschen Peter Dohle und Hong Kong Cido Shipping bestellt werden .",de
positive,"Der finnische Faser- und Kunststoffhersteller Suominen Corporation sagte , dass sich sein Nettoverlust aus fortgeführten Aktivitäten im Jahr 2006 von 3,7 Mio Euros ( 4,8 Mio Euros ) im Jahr 2005 auf 1,8 Mio Euros ( 2,3 Mio Euros ) verringert habe .",de
positive,AB InBev's neueste Bid sagte unwahrscheinlich zu gewinnen SABMiller's Genehmigung,de
neutral,Das Ausstattungs-Verleih-Portfolio des Unternehmens besteht in erster Linie aus Werkzeugen für kleine und mittlere Kunden in der Bauindustrie .,de
neutral,"Es ist eine Enttäuschung, den Plan gefaltet zu sehen.",de
neutral,"Der Verlust vor Steuern belief sich auf 49,9 Mio . EUR , verglichen mit einem Verlust von 15,4 Mio . EUR im entsprechenden Zeitraum 2008 .",de
positive,"Der Betriebsgewinn stieg auf 22,1 Mio. EUR von 19,9 Mio. EUR.",de
negative,"Bei 1.33 pm war die OMX Helsinki 25 0,30 pct niedriger bei 2.463,67 und die OMX Helsinki war 0,37 pct bei 8.537,42 auf Volumen von 256 mln eur .",de
neutral,"Das Segment habe einen Jahresumsatz von rund 400 Mio EUR , sagte das Unternehmen .",de
positive,"Wir sind sehr zufrieden mit der guten Zusammenarbeit zwischen den beiden Ländern in letzter Zeit , sagte er .",de
neutral,"Cramo , mit Hauptsitz in Vantaa , Finnland , vermietet Baumaschinen und -ausrüstungen sowie vermietet und verkauft modularen Raum .",de
positive,"Wir stärken auch unsere bestehende Partnerschaft mit Cybercom , sagt Teleste CTO Esko Myllella .",de
neutral,"Am 20 . März 2006 weigerte sich Stora Enso , die Nachrichten in irgendeiner Weise zu kommentieren .",de
positive,"Das Betriebsergebnis stieg von 4,9 Mio EUR im entsprechenden Zeitraum 2005 auf 14,0 Mio EUR .",de
positive,$ZNGA http://stks.co/3rdu Auf der Suche nach einem Test bei 9.25 Widerstandspunkt. cc @ cfrazierjr @FletchTrade #traders,de
positive,"Zuvor erwartete das Unternehmen , dass sich sein operatives Ergebnis im gleichen Zeitraum verbessern würde .",de
neutral,SWOT-Analyse ist nur eine Methode der Kategorisierung und hat seine eigenen Schwächen .,de
positive,Merrill Lynch Analyst Campbell Morgan aktualisiert seine Empfehlung auf PaperlinX von `` neutralen '' auf `` kaufen '' im Mai .,de
neutral,"Ein Kokerkran wird an die Golden Eagle Raffinerie der Tesoro Corporation in Martinez, Kalifornien, geliefert, während ein ähnlicher Kran an die Castell Raffinerie von BP in Spanien geliefert wird.",de
positive,"Das operative Zwölfmonatsergebnis der Gruppe erhöhte sich um 31 Prozent auf 337,8 Millionen Euro .",de
neutral,- Zählen Sie die Stärken Ihres Wettbewerbers und zielen auf ihre Schwächen .,de
negative,"Die ROCE-Return on Capital beschäftigte sich mit einem negativen Wert von 2,3 % im Vergleich zu 11,3 % im Jahr 2007 .",de
positive,"$LULU http://stks.co/o17i Bounced off Unterstützung früh in der Woche - jetzt Indikatoren auftauchen (RSI, MACD, SMI) Einen Blick wert",de
neutral,Zu den Geschäftsfeldern von Cargotec gehören auch der Geschäftsbereich Container Handling Solutions Kalmar und der Geschäftsbereich Schiffsfrachtumschlag und Offshore-Lastumschlaglösungen MacGREGOR .,de
positive,"`` Wir setzten aktiv fort, Forschung und Entwicklung zu fokussieren und unser Angebot weg von Punktlösungen hin zu dynamischen End-to-End-Lösungen zu positionieren , "", sagte Ervio .",de
positive,$AAPL - hat seinen Abwärtstrend gebrochen - aber 200DMA erweisen sich als steifer Widerstand kurzfristig. https://t.co/VlzlgvIHZV,de
negative,"2009 betrug der Nettoverlust von Stora Enso 879,7 Mio EUR gegenüber 673,4 Mio EUR im Vorjahr .",de
neutral,"NORDIC BUSINESS BERICHT-17. Januar 2006-Daher eröffnet Plc neues Werk in Estland -® 1998-2006 M2 COMMUNICATIONS LTD Der finnische Leistungselektronikhersteller Efore Plc sagte am Dienstag (17. Januar ) , dass es sein neues Werk in Parnu ( Estland ) eröffnet habe .",de
