sentence,labels,lang
El grupo dijo que tiene la intención de iniciar dentro de este año el proceso de compra de accionistas minoritarios de Ragutis con el objetivo de convertirse en el único propietario de la empresa.,0,es
"Inicialmente , la empresa dijo que un máximo de 15 personas serían despedidos en la empresa matriz y alrededor de 15 en sus filiales .",0,es
"El contrato incorpora una solución de calificación de carga convergente para voz y datos , que incluye Internet , GPRS , SMS , MMS y WAP .",0,es
"Tagrisso, medicamento para el cáncer de pulmón de AstraZeneca, obtiene aprobación de la FDA",1,es
"Nuestros clientes incluyen empresas en los sectores de la industria energética y de procesos , en particular .",0,es
"Sin embargo , Europa sigue siendo un mercado importante y fuerte para nosotros .",0,es
Morrisons y Debenhams sorprenden a la ciudad con el rebote de Navidad,1,es
El proyecto en curso en el que se está utilizando Tekla Structures es el Centro de Exposiciones Vashi que está siendo desarrollado por Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .,0,es
"Talentum espera que las ventas netas de su negocio principal aumenten en el 2008 , en comparación con el 2007 .",1,es
"Los beneficios operativos en la mitad fueron 0,8 m , por debajo de 0,9 m como Glisten invirtió en la marca y el equipo de gestión .",0,es
"Sus ingresos anuales totales ascienden a unos 160 millones de zloty ( 56,9 millones de dólares-42 ,3 millones de euros ) .",0,es
"El aumento correspondiente del capital social , 422 EUR , 754 , se ha inscrito hoy en el Registro Mercantil .",0,es
"El EBIT de grupo para el primer semestre fue de 13 ,6 millones de euros , 17,8 millones de dólares , cifra inferior a los 22,5 millones de euros que publicó para el mismo período de 2009 .",0,es
"Las relaciones con la ciudad se han visto aún más dañadas por los comentarios del Sr. Ashley que critican a los inversores y analistas de la ciudad como ""llorar bebés"".",2,es
"El motor tiene una potencia eléctrica de 18.321 kW, lo que lo convierte en el mayor set de generación a gas del mundo.",0,es
"El beneficio antes de impuestos ascendió a 4,9 millones de euros en comparación con 5,2 millones de euros en el primer trimestre del 2005 .",2,es
"Más recientemente , fundó Virent Energy Systems , Inc. , una empresa de biocombustibles catalíticos de 80 personas , donde , como presidente y CEO , dirigió la empresa a través de múltiples financiaciones , definió la estrategia de mercado de la empresa , y aseguró los primeros clientes de la empresa .",0,es
"Los servicios de Addus incluyen atención y asistencia personal con actividades de la vida diaria , terapias de enfermería y rehabilitación calificadas , y cuidado diurno de adultos .",0,es
TripAdvisor salta sobre rumores de M&A https://t.co/O4lwCDXMbr $TRIP,1,es
La Administración de Aviación Civil de Finlandia decidió reabrir temporalmente el aeropuerto de Helsinki de la capital finlandesa desde las 15.00 hasta las 11.00 horas del lunes a la hora local .,0,es
La presentación de informes de conformidad con las operaciones comerciales fusionadas comenzará a partir del 1 de enero de 2011 .,0,es
"Los ingresos por acción ( EPS ) durante el primer trimestre del 2007 ascendieron a 0 ,07 EUR , frente a 0 ,04 EUR .",1,es
Finnlines estimó en su reunión general anual que 2008 será un año difícil desde el punto de vista financiero debido a las grandes inversiones .,2,es
"Mientras tanto , los accionistas minoritarios , que esperan que TeliaSonera mantenga la oferta , venden acciones ahora .",0,es
"Las ventas netas externas de la imprenta disminuyeron en un 43,7% , en parte debido a la terminación del contrato de impresión entre la imprenta de Ilkka-Yhtyma, Oy y el jugador del sector HSS Media AB , en diciembre de 2009 , y a la caída de los precios de impresión .",2,es
"El beneficio de explotación fue de 9,8 millones de euros , frente a una pérdida de 12,7 millones de euros en el período correspondiente del 2009 .",1,es
Se dice en la calle que Allergen está mirando a Endo Internacional después de la fusión de Pfizer fallida. Mayo-20 $35 llamadas activas. $ENDP,1,es
"FBR Capital reiteró ""Outperform"" calificación en $BRCM con un objetivo de precio de $45.00 el viernes.",1,es
"METALS-Zinc aumenta 12 pct después de Glencore reduce la producción, alimentando el rally de metales",1,es
"Los beneficios del período se redujeron a 1,6 millones de euros de 7,5 millones de euros en enero-septiembre de 2008 .",2,es
¿Vale la pena invertir en Tesco PLC y Prudential plc ahora?,1,es
en Finlandia La empresa farmacéutica finlandesa Orion Corporation OMX Helsinki : ORNAV dijo el miércoles 7 de enero que ha concluido sus negociaciones de personal en Finlandia y reducirá el número de personal en 205 .,0,es
"El minorista finlandés Stockmann ha obtenido la aprobación del consejo de administración del rival sueco Lindex para una oferta pública de licitación con el objetivo de ampliar la presencia de las empresas en Rusia y otros países de Europa central y oriental , dijo Stockmann el lunes .",1,es
"En un comunicado , la Compañía dijo que los clientes de Vocollect T2 en América del Norte ahora pueden aprovechar su solución de almacenamiento dirigido por voz y aumentar la eficiencia de almacén y ganancias de productividad a un precio reducido .",1,es
Niklas Skogster ha sido empleado por el Grupo ABB en varios puestos relacionados con el desarrollo de operaciones.,0,es
"Los beneficios de explotación , excluidos los elementos no recurrentes , ascendieron a 0,2 millones de euros , frente a 0,8 millones de euros en el período correspondiente del 2006 .",2,es
"Se ha adjudicado a Finnish Metso Paper un contrato para la reconstrucción de la fábrica de pasta de Sabah Forest Industries ( SFI ) en Sabah , Malasia .",1,es
Ruukki prevé un crecimiento anual de las ventas del 15 al 20 % y un resultado positivo antes de impuestos para 2010 .,1,es
El precio de la soja OMG es un 5 % -7 % inferior al de la no OMG .,0,es
"Los neumáticos Nokia de Finlandia y la Ordenabasía de Kazajistán firmaron un acuerdo para construir una planta en Astana para producir neumáticos de coche, dijo Dinmukhamet Idrisov, presidente de la Orden, en una conferencia de prensa.",1,es
"Con ventas de $ 12.7 mil millones en los últimos doce meses que terminan en octubre de 2010 y más de 9.200 tiendas en 35 estados, Dollar General es el minorista de descuento de caja pequeña más grande del país.",0,es
CONSULTE EN REALTIME: Este informe está retrasado .,0,es
La empresa danesa FLSmidth ha reconocido que ha violado una patente en manos del finlandés Metso.,2,es
"La emisión de acciones , con excepción del derecho preventivo de los accionistas y que comprende unos seis millones de nuevas acciones a precio de mercado , se ofrecerá para suscribirse a los accionistas , los titulares de los billetes de capital y los clientes profesionales .",0,es
"Tielinja generó ventas netas de 7,5 millones de euros 9,6 millones de dólares en 2005 .",0,es
"Karachi , 14 de septiembre -- Ixonos , un líder mundial en el desarrollo e integración de soluciones para dispositivos portátiles , anunció que está implementando una solución de interfaz de usuario móvil de pantalla táctil para el procesador Intel Atom Z6xx basado en teléfonos inteligentes .",0,es
"`` Neste Oil está trabajando con más de 20 comunidades de investigación en Europa, América, África, Asia y Australia para desarrollar e introducir nuevas materias primas.",1,es
"El nuevo acuerdo , que amplía una cooperación de larga data entre las empresas , implica la transferencia de determinadas funciones de ingeniería y documentación de Larox a Etteplan .",1,es
No lo es.,0,es
"tomó un poco de $ENDP largo este am, utilizando VWAP como guía",1,es
"A pesar del crecimiento de las ventas, Tesco del Reino Unido advierte la recuperación para ser baches",0,es
"En Finlandia , la empresa del sector del metal Componenta despide temporalmente al personal de su fábrica Pori desde la Navidad de 2008 hasta el 6 de enero de 2009 .",0,es
"En Oriente Medio y Norte de África, Tecnotree ha crecido considerablemente en los últimos años.",1,es
"Los beneficios de explotación y las ventas netas para el período de seis meses aumentaron , respectivamente , de 18 millones de euros y 127 millones de euros , en comparación con el período correspondiente del 2006 .",1,es
"El asegurador Axa ( PAR : CS ) se deslizó un 5,35 % hasta situarse en 14,15 EUR , después de que Citigroup y ING recortaran sus objetivos en la población .",0,es
"Los valores de pedido son de 6,9 millones de euros , y consisten en servicios de diseño y licencias de hardware y software .",0,es
Scanfil también ha emitido una advertencia de beneficios .,2,es
"Un portavoz dijo : `` El centro de tiendas de alimentos , sujeto al consejo y el apoyo local , podría incluir un supermercado o tienda más pequeña y otros nichos de venta , y esto se consolidará después de consultar con el consejo y la comunidad local sobre usos apropiados y ocupantes . ''",0,es
El bono tiene un valor de 150 millones de euros y un vencimiento de 4 años .,0,es
MillerCoors Junta Nombres Gavin Hattersley Director Ejecutivo interino,0,es
Airbus intentará evacuar hasta 873 personas en 90 segundos.,0,es
El beneficio de explotación subyacente del primer trimestre aumentó a 41 millones de euros de 33 millones de euros al año anterior .,1,es
"En el tercer trimestre del 2008 , las ventas netas del grupo para el tercer trimestre fueron de EUR0 ,00 , frente a EUR0 ,01 , lo que representa unas ventas netas del grupo para el tercer trimestre del 2008 de EUR15 ,3 millones , un aumento del 2,8 % en comparación con EUR14 ,9 millones en el tercer trimestre del 2008 .",1,es
El beneficio de Royal Dutch Shell aumenta; el dividendo sube un 4%,1,es
"Mientras tanto , Electrowatt-Ekono Philippines , Inc. también recibió un contrato de operación y mantenimiento de tres años ( O&M ) por FR Cement Corporation .",1,es
El acuerdo incluye servicios de mantenimiento y apoyo a las aplicaciones .,0,es
`` Nokia sólo está interesado en traer a Nokia al mercado. '',0,es
"Affecto espera que sus ventas netas para todo el 2010 aumenten con respecto al nivel de 2009, cuando alcanzaron los 103 millones de euros .",1,es
"El informe describe 158 empresas, incluyendo muchos actores clave y nichos, incluyendo los principales fabricantes de tejidos no tejidos como Ahlstrom Corporation , Asahi Kasei Corporation , Buckeye Technologies , Inc. , IE .",0,es
Los despidos afectarán a 240 personas de un total de 320 empleados de Okmetic en Finlandia.,2,es
`` La adquisición de Elektros Pavara completa la estrategia de expansión del mercado de KONE en los países bálticos .,1,es
"18 mayo 2010 - El productor finlandés de electrónica Elcoteq SE HEL : ElQAV ha declarado hoy que ha firmado un amplio acuerdo de cooperación en materia de industrialización , fabricación , distribución y servicios posventa para teléfonos móviles con el TYO Sharp de Japón : 6753 .",1,es
Morrisons reserva segundo trimestre consecutivo de crecimiento de ventas,1,es
"Marimekko ha firmado hoy (20 de noviembre) un acuerdo de licencia con la cadena sueca, por lo que Marimekko licenciará algunos de sus patrones populares de los años 1950, 1960 y 1970 a H&M.",1,es
"Eso fue rápido, $FIO 21.35, el mercado de tanques, la reducción de longs ahora",2,es
"El anuncio hizo que las acciones de Freenet bajaran en un 6,3 % , es decir , en EUR0 ,71 , en el comercio de Frankfurt a EUR10 ,65 , ya que los inversores abandonaron la esperanza de que United Internet AG y Drillisch continuaran su propia adquisición y ruptura de Freenet .",2,es
"El desarrollador finlandés de software de telecomunicaciones Tecnomen Oyj dijo el 5 de diciembre de 2006 que ganó una orden de $3,3 millones ( 2,5 millones de euros ) para suministrar una expansión de los sistemas de carga y mensajería para las redes móviles y fijas de Brasil Telecom .",1,es
CompaniesUnilever ventas levantadas por helados en la economía blanda,1,es
"El EPS se redujo a EUR0 ,2 frente a EUR0 ,3 .",2,es
@saltwaternurse $INO puede probar 10 de nuevo en los próximos días. tiempo para tomar algunas ganancias aquí. o cobertura con puestos.,2,es
No se proporcionó información financiera .,0,es
"EasyJet atrae a más pasajeros en junio, pero todavía está a la zaga de Ryanair",1,es
Agenda de la mañana: El trato de Shire para NPS,1,es
"Metso suministrará el equipo para dos líneas de proceso en el nuevo proyecto Kaunisvaara de mineral de hierro de Northland Resources en Suecia, que explota los yacimientos de mineral de hierro de Tapuli y Sahavaara.",1,es
"En virtud de este acuerdo, Biohit se convierte en un proveedor de pipetas y consejos de pipetas desechables para clientes de VWR en toda Europa.",1,es
"La estimación anterior de la empresa era de ingresos inferiores a los 93,9 millones de euros del ejercicio anterior .",0,es
"Los ingresos por acción ( EPS ) bajaron de 0,31 euros a 0,21 euros .",2,es
Las ofertas incluyen al menos 1.000 acciones y el valor de las acciones debe corresponder al menos a 4.000 euros .,0,es
"Los ingresos por acción ( EPS ) ascendieron a 0 ,06 EUR .",0,es
NetApp degradada por Macquarie a un rendimiento inferior. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP vía @RatingsNetwork,2,es
`` Rusia está dispuesta a participar en una licitación abierta para la privatización de Lattelecom.,0,es
"Technopolis y el gobierno de San Petersburgo firmaron un memorando de cooperación en octubre de 2005 para establecer un parque tecnológico en la zona de producción de Neudorf en el pueblo de Strelny, en los suburbios de San Petersburgo.",1,es
Los propietarios que han participado en las operaciones comerciales de la empresa continuará en el empleo de Poyry después de la transacción .,0,es
El objetivo es asegurar la rentabilidad y competitividad de la empresa .,0,es
"Sin embargo , el beneficio neto de la empresa para el tercer trimestre se redujo a 1,4 millones de euros frente a 1,5 millones de euros para el período correspondiente del 2009 .",2,es
"El consejo de administración de Neste Oil propuso un dividendo de 1.00 euros para el año completo 2007 , en comparación con 0,90 euros hace un año .",1,es
Basware Einvoices Oy se fusionará en la empresa matriz durante el actual ejercicio económico .,0,es
"#Fintech proveedor $CAFN Cachet Soluciones Financieras Surgiendo Avanzar hoy poste las ganancias Hasta +13,26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo",1,es
Antes de la instalación de Kemira NordAlu estaba produciendo 3.500 toneladas de residuos de aluminio líquido y sólido por año.,0,es
"Es contador público en Columbia Británica y Alberta, así como contador público certificado en el estado de Washington.",0,es
""" Muy recomendable "" es el Nokian Z G2 de acuerdo con la "" sentencia ADAC "" en la última prueba de neumáticos de verano de la asociación alemana de automóviles ADAC.",1,es
"- El resultado antes de impuestos del Grupo fue una pérdida de 0,6 millones de euros ( +0,6 millones ) .",0,es
"- El flujo de caja de las actividades de explotación antes de las inversiones fue de 0,8 -1,2 millones de euros .",0,es
Viking Line ha cancelado algunos servicios.,2,es
"Exel tiene su sede en Mantyharju, Finlandia.",0,es
"Jouko Karvinen, director ejecutivo de Stora, ha descrito las alzas arancelarias rusas como una amenaza para el futuro de la industria de productos forestales en Finlandia.",2,es
"Después de Barclays y Bank of America, Citigroup tiene blockchain a la vista",1,es
"Google, Inc. completa la adquisición de ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG",1,es
"$TSLA se ve bien..me encantaría ver una acción de base aquí, dejando que el RSI tome un respiro. http://stks.co/g1T7c",1,es
"Las ventas netas del proveedor finlandés de sistemas de fontanería y calefacción de Unor procedentes de operaciones continuas disminuyeron en un 9,4 % en 2008 hasta situarse en 949,2 millones de euros frente a 1.047,4 millones de euros en 2007 .",0,es
"Esta ubicación hace del centro comercial un lugar conveniente para comprar para los consumidores de tres grandes zonas residenciales cercanas: Jaroszowka, Wysockiego y Zgody.",1,es
La compañía de seguros finlandesa Fennia y Kesko Group están poniendo fin a su leal cooperación con el cliente .,2,es
"La carcasa comprende un miembro de la carcasa del primer lado provisto del segmento de la cuba del primer lado y un miembro de la carcasa del segundo lado provisto del segmento de la cuba del segundo lado , siendo al menos el miembro de la carcasa del primer lado pivotable alrededor de un eje de rotación .",0,es
"Elcoteq SE , con sede en Finlandia , un proveedor privado de servicios de fabricación electrónica a empresas de comunicaciones, dijo el jueves que firmó un acuerdo de suministro de fabricación a largo plazo con la empresa de equipos de comunicaciones Andrew Corp. .",1,es
"En el primer trimestre del 2009 , los ingresos netos por intereses del Banco de land se debilitaron en un 10 % hasta situarse en 9,1 millones de euros .",0,es
"RBS paga $1,7 mil millones para destruir los derechos de dividendo del Tesoro del Reino Unido",0,es
El aumento de la confianza de nuestros clientes en YIT se puede ver como ventas de apartamentos aceleradas.,1,es
Talvivaara Mining Company Plc Talvivaara Mining Company es un productor de metales básicos de importancia internacional con su enfoque principal en el níquel y el zinc utilizando una tecnología conocida como bioheapleaching para extraer metales de mineral .,0,es
Resultado de explotación para 2009 inferior a las perspectivas publicadas anteriormente .,0,es
Menos de diez personas se enfrentarán a acuerdos de pensiones .,0,es
"El beneficio de explotación consolidado de la empresa ascendió a 15,86 millones de euros , frente a 4,14 millones de euros interanuales .",1,es
AstraZeneca comprará ZS Pharma por $2.700 millones,1,es
"Los beneficios netos del grupo finlandés de gestión y limpieza de residuos Lassila & Tikanoja Oyj ( L&T ) se redujeron a 32,2 millones de euros ( 47,7 millones de dólares ) para el 2007 a partir de 35,3 millones de euros ( 52,3 millones de dólares ) para el 2006 .",2,es
"El margen de explotación de la división Aker Yards Cruise & Ferries disminuyó del 8,3 % al 6,4 % en el primer trimestre del 2007 .",0,es
"HELSINKI Thomson Financial - Las acciones en Cargotec cayeron bruscamente en el comercio de la tarde después de que el grupo de manipulación de carga publicó una caída sorpresa en abril-junio beneficios , que eclipsó el gran número de nuevos pedidos recibidos durante los tres meses .",2,es
El objetivo del programa es reducir los costes estructurales en torno a los 30 millones de euros en 2009 .,1,es
Nuestras herramientas están diseñadas específicamente teniendo en cuenta las necesidades tanto de los usuarios empresariales como de los expertos en TIC.,0,es
"Ahlstrom Corporation Seppo Parvi , CFO Distribución : Main media www.ahlstrom.com Ahlstrom en breve Ahlstrom es un líder mundial en el desarrollo, fabricación y comercialización de telas no tejidas de alto rendimiento y papeles especiales.",0,es
"Antes de la transacción , cuyas condiciones financieras no se han revelado , Alma Media era propietaria del 40 % de Kotikokki net .",0,es
$CTRP no es un mal gráfico largo ahora que es a través de la resistencia sma100.,1,es
Tampoco es probable una fusión entre la UPM y la Stora Enso finlandés-sueco .,0,es
$HYG Potencial continuación Uptrend en un gráfico de 60'-15'-4' http://stks.co/t1Qp6,1,es
Peroni y Grolsch ponen a la venta como AB InBev planea la adquisición de SABMiller,1,es
"Los beneficios de explotación del período de nueve meses aumentaron de 13 ,6 millones EUR , mientras que las ventas netas aumentaron de 394 ,7 millones EUR , en comparación con el período correspondiente del 2005 .",1,es
Las cervezas difieren ligeramente de las cervezas convencionales .,0,es
Los detalles financieros no fueron revelados .,0,es
"Por otra parte , YIT Corporation y la empresa austriaca E AG firmaron la semana pasada un acuerdo sobre la venta del negocio de servicios de sistemas de edificios de E en Alemania , Austria , Polonia , la República Checa , Hungría y Rumanía por 55 millones de euros .",1,es
"El fabricante finlandés de productos de aluminio Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) informó el lunes ( 18 de agosto ) de un beneficio de explotación de EUR7 ,9 millones en ventas netas de EUR55 ,2 millones para el período comprendido entre enero y junio de 2008 .",0,es
"También se aplicarán los despidos temporales , que afectarán a toda la fuerza de trabajo .",0,es
"SOUTHFIELD , Mich. -- Central Corporate Credit Union volverá a distribuir dividendos de patrocinio a los miembros al renunciar a todos los honorarios de servicio incurridos durante los meses de julio y noviembre del 2008 , por un valor estimado de $ 1 millón .",1,es
"Las ventas aumentaron de 10 pct a 566 millones de euros , debido al fuerte volumen y a los efectos favorables de la moneda .",1,es
Elija entre un Giant Countdown con cabeza roja o trucha arco iris -- o el Giant Shad Rap en color percha .,0,es
"Los derechos de exportación rusos activarán la cosecha en Finlandia , y las ventas en Rusia también aumentarán .",1,es
"Servicios de fabricación de electrónica finlandesa Elcoteq SE presentó una pérdida neta de 66,4 millones de euros , 91,2 millones de dólares para el primer semestre del 2007 , en comparación con un beneficio neto de 7,1 millones de euros , 9.8 millones de dólares para el mismo período del 2006 .",2,es
"Según estimación preliminar , el hotel operará bajo la marca Novotel .",0,es
"credit 20 noviembre 2009 - Glaston Oyj Abp , empresa finlandesa de tecnología del vidrio ( HEL : GLA1V ) dijo hoy que ha celebrado un acuerdo de mecanismo de crédito rotatorio de 74 millones de euros con sus bancos centrales .",1,es
Escáner del Fin del Día: Cruces de MA Bullish $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT www.dailystockplays.com,1,es
"La planta Olkiluoto de dos unidades de TVO de 1.740 MW generó 14,2 TWh con una relación de funcionamiento en ambos reactores del 93,5 % , que la empresa describió como ""alta según los estándares internacionales "" .",0,es
"Turun kaupunkin , empresa con sede en Finlandia ha adjudicado contrato a Lemminkainen Talotekniikka Oy para trabajos de instalación eléctrica .",1,es
"El tráfico total de Finnair disminuyó en un 8,7 % en términos de ingresos de los kilómetros de pasajeros .",0,es
"Los beneficios consolidados antes de impuestos disminuyeron en un 69,2 % hasta situarse en 41,0 millones de euros frente a 133,1 millones de euros en 2007 .",2,es
$GILD 91 ahora apoyo. $IBB $BIB https://t.co/GIoOf6zbKv,1,es
Llevaba una gorra negra tipo gorro y una chaqueta negra.,0,es
Desarrollador finlandés y fabricante de cargadores de teléfonos móviles Salcomp Plc OMX Helsinki : SAL1V el miércoles 19 de noviembre bajó su estimación de ventas netas a todo el año .,0,es
Basware Corporation bolsa de liberación 31 de agosto de 2010 a las 16:25 Basware firmó un gran acuerdo con un grupo industrial internacional Basware entregará Invoice Automation solución y servicios de conectividad a un grupo industrial internacional.,1,es
Las entregas comenzarán en el segundo semestre de 2007 y la puesta en marcha de la fábrica está prevista para el 2008 .,0,es
El flujo de efectivo de las operaciones del trimestre más reciente también alcanzó un nivel mínimo de ocho años .,2,es
"millones de euros , y beneficios antes de impuestos a 46,4 millones de euros de 35,8 millones de euros en el tercer trimestre del 2006 .",1,es
- Tikkurila te inspira a colorear tu vida.,0,es
$isrg trading en todos los tiempos alto después de fuerte informe de ganancias con 4 días de interés corto.,1,es
"En octubre , la UPM notificó una pérdida neta del tercer trimestre de 86 millones de euros , 110 millones de dólares , frente a un beneficio neto de 120 millones de euros en 2007 .",0,es
Las acciones de Tesco aumentan un 6% después de que las ventas de Navidad superen las expectativas,1,es
"El adquirente potencial es Cencorp Corporation, que es una entidad vinculada a SAV debido a que cada uno de SAV y Cencorp es una filial del Finnish Savcor Group Oy .",0,es
"Las ventas de YIT en el Báltico en los tres primeros trimestres del 2008 sumaron 106,2 millones de euros , lo que representa una caída del 29 por ciento año tras año .",0,es
"La pérdida neta en el mismo período de 2009 fue de 18 ,6 millones de euros .",0,es
"Asimismo , CBA emitirá un acuerdo a tipo de interés fijo de 10 años en euros .",0,es
La estructura del grupo y las operaciones comerciales de Aspo se desarrollan persistentemente sin ningún calendario predefinido .,0,es
"La pérdida durante el período ascendió a 15,6 millones de euros en comparación con un beneficio de 6,3 millones de euros en 2008 .",0,es
Shell compraría BG Group en $69.700 millones de toma de posesión,1,es
$BBRY escuchando rumores de un importante anuncio de empresa conjunta.,1,es
Philips no estaba disponible para comentar el informe .,0,es
Sony Ericsson y Nokia dominaron la lista de teléfonos más vendidos con cinco modelos cada uno.,1,es
""" Esta es una orden repetida de seguir 159 ascensores instalados con éxito en el mismo sistema de metro de Delhi "" , dijo la portavoz de Kone a Thomson Financial News.",1,es
"Los beneficios de explotación del grupo Kauppalehti ascendieron a 1,5 millones de euros de 1,3 millones de euros , y los de los mercados a 1,3 millones de euros de 1,0 millones de euros en el tercer trimestre del 2006 .",1,es
"Las obras incluirán la colocación de pavimentos de piedra natural y la instalación de calefacción subterránea, y sistemas de drenaje de aguas superficiales.",0,es
"El beneficio después de impuestos fue de 0,1 millones de euros , en comparación con -0,4 millones de euros el año anterior .",1,es
"Actualmente los señuelos Terminator se producen en una planta de subcontratación en México, pero la fabricación se transferirá a la fábrica de Rapala en Shenzhen, China.",0,es
"Los cambios en la situación del mercado y una competencia de precios más fuerte han reducido sustancialmente la demanda de envases de pan fabricados en la planta de Kauhava , según la empresa .",0,es
"( ADP News ) - 4 de febrero de 2009 - La empresa finlandesa de sistemas y soluciones de comunicación de datos de banda ancha Teleste Oyj ( HEL : TLT1V ) dijo hoy que su beneficio neto disminuyó a 5,5 millones de euros (7,2 millones de dólares) para 2008 de 9,4 millones de euros para 200",2,es
"HELSINKI ( AFX ) - Las acciones se cerraron más alto , liderado por Nokia después de que anunció planes para asociarse con Sanyo para fabricar teléfonos 3G , y por Nokian Tyres después de su cuarto trimestre informe de ganancias superó las expectativas de los analistas , los distribuidores dijeron .",1,es
"Benefon , fabricante finlandés de dispositivos de navegación , que está cambiando su nombre a GeoSentric , registra ventas netas de alrededor de 1,1 millones de euros en el segundo trimestre del 2007 .",0,es
"A. Le Coq tenía una cuota de mercado del 41,3 por ciento y grupo rival de bebidas Saku 32.1 por ciento .",0,es
"Se está prestando especial atención a la eficiencia energética en la construcción del edificio , ya que está diseñado para satisfacer los requisitos de la clase energética B , y se solicitará la certificación LEED .",0,es
Hoy en día las tijeras naranjas son el símbolo icónico del excelente diseño ergonómico y de calidad superior asociado con cada producto de Fiskars.,0,es
"Al cierre , el OMX Helsinki 25 fue 0.01 pct inferior en 3.067,64 puntos y el OMX Helsinki fue 0.05 pct abajo en 10.321,46 puntos en más de 1.343 bln eur de volumen de negocios .",0,es
"Tallink afirma que las puertas estancas de Vana Tallinn y Regina Baltica , incluyendo sus sistemas eléctricos , están en pleno funcionamiento .",1,es
Esto dio lugar a una mejora de las cifras de ventas en Suecia .,1,es
Las disposiciones no se aplican a las unidades del grupo fuera de Finlandia .,0,es
"El beneficio de explotación fue de 1,6 millones de euros en 2005 , frente a 5,9 millones de euros en 2004 .",0,es
RBI sorpresas Street; Pares Sensex gana después de golpear el montaje 30k,2,es
"( ADP News ) - 30 de septiembre de 2008 - Stonesoft Oyj, desarrollador finlandés de soluciones de software de seguridad y privacidad, dijo hoy que ganó un pedido de USD 1,9 millones (1,3 millones de euros) para entregar sus productos de seguridad de red StoneGate a un",1,es
"El servicio de Tieto también se utiliza para enviar , procesar y recibir materiales relacionados con el voto ausente .",0,es
"Stockmann Group, con sede en Finlandia, ha cerrado siete tiendas deportivas de franquicias Nike en Rusia.",2,es
"Whitbread aprovechar a medida que las ventas continúan aumentando, buscando un nuevo CEO",1,es
Aspocomp ha reembolsado al Standard Chartered Bank su pasivo en concepto de intereses y utilizará el resto de la contraprestación para reembolsar parcialmente sus pasivos en concepto de intereses en Finlandia y para mejorar su liquidez .,1,es
"Fastenal falla por $0.01, pierde en ingresos $FAST #NYSE https://t.co/63JHQ7pwMN",2,es
"El grupo de inversión finlandés Norvestia Oyj dijo que su beneficio neto cayó a 23,5 millones de euros $ 30,6 millones en 2006 de 33,5 millones de euros $ 43,6 millones en 2005 .",0,es
"La comisión encontró pruebas de varias reuniones para discutir el cártel , incluyendo una en un restaurante de Bruselas en noviembre de 1997 en la que las empresas discutieron aumentos de precios .",0,es
"Como parte de las medidas de reorganización que se llevarán a cabo en la primavera del 2006 , Tamglass Finton iniciará negociaciones de personal que afectarán a todo su personal de 33 personas .",0,es
Esto corresponde al 4.628 por ciento del capital social y los derechos de voto de Okmetic .,0,es
"Tim Cockroft trae consigo un excelente historial con más de 18 años de experiencia ; además , Tim ha desarrollado con éxito las operaciones de los Mercados de Capitales en Kaupthing Singer & Friedlander que involucran finanzas corporativas y broking con un enfoque en las empresas de mercado medio .",1,es
"25 de noviembre de 2010 - La empresa finlandesa de pinturas y revestimientos Tikkurila Oyj ( HEL : TIK1V ) ha declarado hoy que la empresa de inversión estatal finlandesa Solidium Oy vendió su participación del 14,7 % en la empresa por un total de 98 millones de euros .",0,es
Runway Visual Range es una evaluación calculada de la distancia que un piloto puede ver por una pista.,0,es
"ABN Amro Capital ha acordado vender su productora de artículos para el hogar de diseño con sede en Helsinki , Iittala Oyj , al grupo de productos de consumo interurbano Fiskars Corp. , por valor de 230 millones de euros a 235 millones de euros ( 310 millones de dólares a 316 millones de dólares ) .",0,es
Las empresas de piensos Suomen Rehu y Raisio no importan piensos transgénicos.,0,es
"La solución de Tecnomen se puede utilizar para la facturación prepago y postpago , para la carga y calificación de llamadas de voz y video , tráfico de datos y cualquier tipo de servicios de contenido tanto en redes móviles como fijas .",0,es
El rendimiento se basa en valores y sostenibilidad .,0,es
"Biohit dijo que reducirá el número de personas arrendadas en 10 , y despedirá a 10 de su propio personal .",0,es
$GEVO PLUNGING! Volver a $3.55.,2,es
"El beneficio neto de la empresa aumentó un 11,4 % en el año hasta 82,2 millones de euros en 2005 , con ventas de 686,5 millones de euros , un 13,8 % más que en el año , dijo la empresa anteriormente .",1,es
"Los ingresos por acción EPS ascendieron a 0 ,01 EUR .",0,es
"Ingeniosos, HSBC, UBS y Coutts demandados por clientes de evasión fiscal",2,es
"Un acuerdo de compra para 7.200 toneladas de gasolina con entrega en la terminal de Hamina, Finlandia, fue firmado con Neste OYj aceite en el índice de Platts promedio para este septiembre más ocho dólares EE.UU. por mes.",1,es
Corto en $ATVI de 24.55.,2,es
Edificio $PKT Momentum para desencadenante de ruptura ! Configuración larga http://stks.co/eXVU,1,es
La plataforma seguiría siendo el marco de desarrollo para Symbian y MeeGo .,0,es
